"Date","Open","High","Low","Close","% Change","% Change vs Average","Volume"
"Tue Nov 21 2023 00:00:00 GMT+0530 (India Standard Time)","38.75","39.00","38.10","38.40","-0.90","-1.18","5,377,844"
"Wed Nov 22 2023 00:00:00 GMT+0530 (India Standard Time)","38.25","38.35","37.40","37.70","-1.82","-2.10","5,250,166"
"Thu Nov 23 2023 00:00:00 GMT+0530 (India Standard Time)","37.70","38.10","37.65","37.80","0.27","-0.01","4,210,838"
"Fri Nov 24 2023 00:00:00 GMT+0530 (India Standard Time)","37.80","38.10","37.50","37.60","-0.53","-0.80","3,721,147"
"Tue Nov 28 2023 00:00:00 GMT+0530 (India Standard Time)","37.60","38.40","36.75","37.75","0.40","0.13","15,641,138"
"Wed Nov 29 2023 00:00:00 GMT+0530 (India Standard Time)","37.95","38.65","37.75","38.10","0.93","0.65","7,818,091"
"Thu Nov 30 2023 00:00:00 GMT+0530 (India Standard Time)","38.10","38.30","37.60","37.85","-0.66","-0.93","5,050,094"
"Fri Dec 01 2023 00:00:00 GMT+0530 (India Standard Time)","37.75","39.15","37.60","38.00","0.40","0.12","15,091,770"
"Mon Dec 04 2023 00:00:00 GMT+0530 (India Standard Time)","39.05","39.90","38.45","39.65","4.34","4.07","32,636,318"
"Tue Dec 05 2023 00:00:00 GMT+0530 (India Standard Time)","39.90","40.80","39.35","39.90","0.63","0.36","37,151,277"
"Wed Dec 06 2023 00:00:00 GMT+0530 (India Standard Time)","40.00","40.15","39.25","39.55","-0.88","-1.15","14,069,327"
"Thu Dec 07 2023 00:00:00 GMT+0530 (India Standard Time)","39.50","40.40","39.00","39.90","0.88","0.61","15,956,530"
"Fri Dec 08 2023 00:00:00 GMT+0530 (India Standard Time)","39.80","40.35","39.35","39.85","-0.13","-0.40","13,505,945"
"Mon Dec 11 2023 00:00:00 GMT+0530 (India Standard Time)","39.80","41.15","39.80","40.50","1.63","1.36","29,124,956"
"Tue Dec 12 2023 00:00:00 GMT+0530 (India Standard Time)","40.70","41.20","39.90","40.15","-0.86","-1.14","17,989,794"
"Wed Dec 13 2023 00:00:00 GMT+0530 (India Standard Time)","40.15","40.30","39.75","40.05","-0.25","-0.52","9,679,107"
"Thu Dec 14 2023 00:00:00 GMT+0530 (India Standard Time)","40.45","40.65","40.05","40.25","0.50","0.23","9,245,808"
"Fri Dec 15 2023 00:00:00 GMT+0530 (India Standard Time)","40.30","41.15","40.05","40.75","1.24","0.97","21,778,831"
"Mon Dec 18 2023 00:00:00 GMT+0530 (India Standard Time)","41.05","42.75","40.70","41.55","1.96","1.69","44,216,367"
"Tue Dec 19 2023 00:00:00 GMT+0530 (India Standard Time)","41.75","42.55","41.10","41.80","0.60","0.33","30,931,862"
"Wed Dec 20 2023 00:00:00 GMT+0530 (India Standard Time)","42.20","42.35","36.75","38.10","-8.85","-9.12","31,237,531"
"Thu Dec 21 2023 00:00:00 GMT+0530 (India Standard Time)","37.70","39.90","36.85","39.70","4.20","3.93","25,995,351"
"Fri Dec 22 2023 00:00:00 GMT+0530 (India Standard Time)","39.70","40.10","39.05","39.50","-0.50","-0.78","12,146,192"
"Tue Dec 26 2023 00:00:00 GMT+0530 (India Standard Time)","39.60","39.75","39.15","39.20","-0.76","-1.03","6,430,312"
"Wed Dec 27 2023 00:00:00 GMT+0530 (India Standard Time)","39.20","40.20","39.20","39.90","1.79","1.51","14,024,472"
"Thu Dec 28 2023 00:00:00 GMT+0530 (India Standard Time)","40.10","40.85","39.50","39.70","-0.50","-0.77","17,673,803"
"Fri Dec 29 2023 00:00:00 GMT+0530 (India Standard Time)","39.90","40.10","39.50","39.75","0.13","-0.15","7,127,439"
"Mon Jan 01 2024 00:00:00 GMT+0530 (India Standard Time)","39.85","40.35","39.60","40.00","0.63","0.36","8,350,081"
"Tue Jan 02 2024 00:00:00 GMT+0530 (India Standard Time)","40.05","40.75","39.65","39.85","-0.37","-0.65","11,186,544"
"Wed Jan 03 2024 00:00:00 GMT+0530 (India Standard Time)","39.85","41.75","39.80","41.05","3.01","2.74","31,102,708"
"Thu Jan 04 2024 00:00:00 GMT+0530 (India Standard Time)","41.45","42.35","41.35","41.70","1.58","1.31","21,629,930"
"Fri Jan 05 2024 00:00:00 GMT+0530 (India Standard Time)","42.10","42.60","41.00","41.35","-0.84","-1.11","15,382,544"
"Mon Jan 08 2024 00:00:00 GMT+0530 (India Standard Time)","41.50","41.55","40.30","40.45","-2.18","-2.45","8,154,156"
"Tue Jan 09 2024 00:00:00 GMT+0530 (India Standard Time)","40.55","40.85","40.15","40.35","-0.25","-0.52","5,393,378"
"Wed Jan 10 2024 00:00:00 GMT+0530 (India Standard Time)","40.35","40.55","39.70","39.90","-1.12","-1.39","6,614,395"
"Thu Jan 11 2024 00:00:00 GMT+0530 (India Standard Time)","40.05","40.70","40.00","40.10","0.50","0.23","6,360,989"
"Fri Jan 12 2024 00:00:00 GMT+0530 (India Standard Time)","40.35","42.00","40.10","41.45","3.37","3.09","26,451,180"
"Mon Jan 15 2024 00:00:00 GMT+0530 (India Standard Time)","42.00","43.25","41.25","41.65","0.48","0.21","32,543,074"
"Tue Jan 16 2024 00:00:00 GMT+0530 (India Standard Time)","41.80","43.00","41.40","41.95","0.72","0.45","29,996,129"
"Wed Jan 17 2024 00:00:00 GMT+0530 (India Standard Time)","41.05","41.80","40.60","40.90","-2.50","-2.78","16,691,879"
"Thu Jan 18 2024 00:00:00 GMT+0530 (India Standard Time)","40.75","42.25","39.20","41.40","1.22","0.95","32,142,637"
"Fri Jan 19 2024 00:00:00 GMT+0530 (India Standard Time)","41.90","42.10","41.15","41.50","0.24","-0.03","14,879,619"
"Sat Jan 20 2024 00:00:00 GMT+0530 (India Standard Time)","41.75","43.00","41.60","42.75","3.01","2.74","21,796,059"
"Tue Jan 23 2024 00:00:00 GMT+0530 (India Standard Time)","43.80","44.25","41.35","41.75","-2.34","-2.61","42,159,975"
"Wed Jan 24 2024 00:00:00 GMT+0530 (India Standard Time)","41.70","43.60","40.85","42.70","2.28","2.00","35,928,040"
"Thu Jan 25 2024 00:00:00 GMT+0530 (India Standard Time)","42.30","42.50","40.85","41.20","-3.51","-3.79","25,855,430"
"Mon Jan 29 2024 00:00:00 GMT+0530 (India Standard Time)","41.70","43.90","41.30","42.65","3.52","3.25","35,608,209"
"Tue Jan 30 2024 00:00:00 GMT+0530 (India Standard Time)","42.95","44.95","42.30","43.75","2.58","2.31","46,398,613"
"Wed Jan 31 2024 00:00:00 GMT+0530 (India Standard Time)","44.05","49.50","43.70","46.50","6.29","6.01","156,641,592"
"Thu Feb 01 2024 00:00:00 GMT+0530 (India Standard Time)","47.20","49.85","46.25","48.90","5.16","4.89","96,347,496"
"Fri Feb 02 2024 00:00:00 GMT+0530 (India Standard Time)","49.90","51.60","48.70","50.55","3.37","3.10","112,088,186"
"Mon Feb 05 2024 00:00:00 GMT+0530 (India Standard Time)","51.35","60.65","51.20","57.75","14.24","13.97","206,465,797"
"Tue Feb 06 2024 00:00:00 GMT+0530 (India Standard Time)","59.35","62.90","55.85","58.80","1.82","1.55","140,960,899"
"Wed Feb 07 2024 00:00:00 GMT+0530 (India Standard Time)","59.80","65.90","58.90","63.80","8.50","8.23","115,845,307"
